date,mm_per_day
7/16/2014, 0.006714474315230615
7/17/2014, 0.2885125699201678
7/18/2014, 6.598857649408799
7/19/2014, 0.1467781790006569
7/20/2014, 0
7/21/2014, 0
7/22/2014, 0.025293221092576982
7/23/2014, 0.5207159443956618
7/24/2014, 1.304977507406762
7/25/2014, 0.5904153337567365
7/26/2014, 1.1255099480186075
7/27/2014, 2.331240196932729
7/28/2014, 0.07357034412955465
7/29/2014, 0
7/30/2014, 0.3009930737559321
7/31/2014, 0.026956708526427228
8/1/2014, 0.0020736498778622654
8/2/2014, 0.0007622246768201813
8/3/2014, 0.00043770247791639157
8/4/2014, 0.04896916846319744
8/5/2014, 0.4410473278681932
8/6/2014, 0.031948095429508404
8/7/2014, 0.5637044890507279
8/8/2014, 2.9262955968308444
8/9/2014, 0.021054363283973074
8/10/2014, 0.030447943356285357
8/11/2014, 0.04868074842543468
8/12/2014, 0.9162210600048262
8/13/2014, 4.678408283508057
8/14/2014, 0.8458892366510712
8/15/2014, 0.02213717804621937
8/16/2014, 0.11342051953742928
8/17/2014, 0.07771317429602247
8/18/2014, 0.00008249475888395116
8/19/2014, 0
8/20/2014, 0
8/21/2014, 0
8/22/2014, 0
8/23/2014, 0
8/24/2014, 0.0003442431620005568
8/25/2014, 0.0011658978806771386
8/26/2014, 1.6575631501863421
8/27/2014, 0.29796902126008795
8/28/2014, 0.606846101898276
8/29/2014, 0.19875341850550982
8/30/2014, 0.9381778360189827
8/31/2014, 0.8490350158022093
9/1/2014, 0.46770889540378585
9/2/2014, 1.0323667746400516
9/3/2014, 0.3328363897397914
9/4/2014, 3.2759850406869186
9/5/2014, 2.2433967544306515
9/6/2014, 0.08581969430978027
9/7/2014, 0.6856549601006784
9/8/2014, 1.2627736270678607
9/9/2014, 0.4167488389230367
9/10/2014, 0.07257766574305574
9/11/2014, 2.5640364422741775
9/12/2014, 2.531605256454943
9/13/2014, 1.8512803476150896
9/14/2014, 0.4173332525487975
9/15/2014, 1.3059030384481325
9/16/2014, 0.5786191856080918
9/17/2014, 0.028558980793110037
9/18/2014, 0.71380206936885
9/19/2014, 1.8702383904871704
9/20/2014, 5.5060536035069845
9/21/2014, 6.714794001528273
9/22/2014, 0.020434739522762386
9/23/2014, 0.2114867231278655
9/24/2014, 1.0557350457141326
9/25/2014, 3.7119226244738184
9/26/2014, 2.7931735042362655
9/27/2014, 4.1452165221063355
9/28/2014, 7.20780240367858
9/29/2014, 2.365667605638523
9/30/2014, 0.9355960474367911
10/1/2014, 2.838892454486956
10/2/2014, 5.8069566587124966
10/3/2014, 0.9695118323859828
10/4/2014, 4.1010470010992846
10/5/2014, 2.0434104116953105
10/6/2014, 3.500152911092045
10/7/2014, 5.691403212724884
10/8/2014, 1.5829500780893906
10/9/2014, 0.753235692967933
10/10/2014, 0.7565796805037939
10/11/2014, 1.9288546582164785
10/12/2014, 5.287088690109124
10/13/2014, 1.2782228840456338
10/14/2014, 0.3296090754618334
10/15/2014, 0.30395797793723356
10/16/2014, 0.4382459652418425
10/17/2014, 0.1325291300867027
10/18/2014, 0.44050852573598415
10/19/2014, 0.8043393654315361
10/20/2014, 3.762238333512079
10/21/2014, 2.1676896348902055
10/22/2014, 0.6581424318644932
10/23/2014, 2.962896856650669
10/24/2014, 6.433957908813041
10/25/2014, 2.137337620988283
10/26/2014, 0.891784610692549
10/27/2014, 1.4629865086334022
10/28/2014, 4.7243436134273535
10/29/2014, 2.4555803750971927
10/30/2014, 0.9484948311861544
10/31/2014, 3.8327676321151833
11/1/2014, 4.253251350644824
11/2/2014, 8.562117093868139
11/3/2014, 1.6667996085476044
11/4/2014, 2.318172373113119
11/5/2014, 4.954404844893691
11/6/2014, 0.9975244113132423
11/7/2014, 0.34294475552658393
11/8/2014, 4.631147025900207
11/9/2014, 2.7697726610049065
11/10/2014, 15.56450920985602
11/11/2014, 1.4435051118387539
11/12/2014, 2.3501772930798723
11/13/2014, 16.330549373944287
11/14/2014, 6.197871980320133
11/15/2014, 0.004322046581169816
11/16/2014, 0.09851916342551009
11/17/2014, 0.43519125197737085
11/18/2014, 0.7574474509511488
11/19/2014, 0.6291029397471647
11/20/2014, 3.604722732391345
11/21/2014, 6.719574044159048
11/22/2014, 4.794968848030673
11/23/2014, 13.113041933667587
11/24/2014, 3.3075226392203128
11/25/2014, 1.691310837667909
11/26/2014, 9.321865699654127
11/27/2014, 7.005749038126391
11/28/2014, 4.472876923747219
11/29/2014, 2.3351821610987478
11/30/2014, 1.5046513250060327
12/1/2014, 5.102912097487733
12/2/2014, 3.790627010885594
12/3/2014, 1.0884304744684559
12/4/2014, 0.19620397952164384
12/5/2014, 2.581780203501622
12/6/2014, 0.7906048073571601
12/7/2014, 1.7217361651071132
12/8/2014, 11.032851167654234
12/9/2014, 2.3676709504115614
12/10/2014, 1.7334429754738987
12/11/2014, 6.308070605544682
12/12/2014, 6.127176364721024
12/13/2014, 4.780556663404563
12/14/2014, 10.223858487277797
12/15/2014, 4.848405200150146
12/16/2014, 5.663903514357723
12/17/2014, 6.178758512749015
12/18/2014, 10.723383415556212
12/19/2014, 9.709701852695927
12/20/2014, 3.1796087403142343
12/21/2014, 3.3270024650105907
12/22/2014, 6.615153782475803
12/23/2014, 8.485375834517521
12/24/2014, 0.3856613593251468
12/25/2014, 0.9210928492908277
12/26/2014, 4.864202382229133
12/27/2014, 4.181417071078103
12/28/2014, 4.78354492318417
12/29/2014, 3.2196936499584417
12/30/2014, 2.505188503767059
12/31/2014, 1.4846882582714427
1/1/2015, 1.9272107592433707
1/2/2015, 9.183571232270692
1/3/2015, 16.530304045901815
1/4/2015, 1.9641494708019411
1/5/2015, 4.98212699747969
1/6/2015, 7.332154730943508
1/7/2015, 2.2533927410381533
1/8/2015, 5.324993464621819
1/9/2015, 3.571307678901788
1/10/2015, 6.898396653886372
1/11/2015, 5.019284811781108
1/12/2015, 13.126197314797437
1/13/2015, 8.821431683513419
1/14/2015, 5.608145427246159
1/15/2015, 6.682329091481889
1/16/2015, 15.094426160280987
1/17/2015, 1.9720128713435396
1/18/2015, 5.449430835589994
1/19/2015, 5.824799497948897
1/20/2015, 10.927521818108696
1/21/2015, 6.531703287127651
1/22/2015, 4.751423958361262
1/23/2015, 3.2990371209480656
1/24/2015, 5.010367790975145
1/25/2015, 10.01964383864654
1/26/2015, 13.894316231868515
1/27/2015, 3.448392715902083
1/28/2015, 2.4350959443789044
1/29/2015, 7.435151453199989
1/30/2015, 9.60383710486098
1/31/2015, 6.58308141405475
2/1/2015, 5.513086256937555
2/2/2015, 1.5127064928144356
2/3/2015, 1.6165559562431295
2/4/2015, 1.9807394864198193
2/5/2015, 3.681771908598547
2/6/2015, 13.770242914979757
2/7/2015, 11.49736909134783
2/8/2015, 3.54866259350618
2/9/2015, 6.448693091937689
2/10/2015, 7.097000931710325
2/11/2015, 14.641618293696544
2/12/2015, 5.484080489047376
2/13/2015, 7.043018707938976
2/14/2015, 8.648994892350592
2/15/2015, 4.107196121671985
2/16/2015, 6.845512876370754
2/17/2015, 11.731872704238947
2/18/2015, 4.80891140708368
2/19/2015, 2.547658616979918
2/20/2015, 11.143438983028126
2/21/2015, 4.572897535324557
2/22/2015, 4.1920651292329145
2/23/2015, 8.674487056599727
2/24/2015, 3.0275684036249566
2/25/2015, 1.1509475460492802
2/26/2015, 1.3815052148966405
2/27/2015, 5.721779734294984
2/28/2015, 4.6429479917955865
3/1/2015, 2.07845428251602
3/2/2015, 1.9426482860551788
3/3/2015, 3.132767674008633
3/4/2015, 8.257125237954796
3/5/2015, 8.455942334504115
3/6/2015, 4.101646077432501
3/7/2015, 2.0041265048127195
3/8/2015, 4.446489496474247
3/9/2015, 4.97071899214414
3/10/2015, 2.5943415355122394
3/11/2015, 3.584023178807947
3/12/2015, 4.205725745368261
3/13/2015, 1.643964745824061
3/14/2015, 3.4255603667855326
3/15/2015, 3.8918554106228385
3/16/2015, 5.277110508217819
3/17/2015, 3.1898560876209885
3/18/2015, 7.342017286913157
3/19/2015, 4.189640755288629
3/20/2015, 3.1518384102608787
3/21/2015, 6.597320159798375
3/22/2015, 2.2236423170764406
3/23/2015, 1.5555128009625439
3/24/2015, 2.3865822820870313
3/25/2015, 3.1846319744215354
3/26/2015, 7.291771958870687
3/27/2015, 14.698239804810038
3/28/2015, 3.5830240200284207
3/29/2015, 0.561985862636405
3/30/2015, 0.8002290943306433
3/31/2015, 3.2550324506662736
4/1/2015, 4.593127044400354
4/2/2015, 0.9348106499852535
4/3/2015, 1.614557115015953
4/4/2015, 0.9446997035619487
4/5/2015, 2.0524491329731616
4/6/2015, 11.523607796873744
4/7/2015, 0.42425690445947395
4/8/2015, 1.130056434666327
4/9/2015, 5.083270772448186
4/10/2015, 8.075787764431455
4/11/2015, 2.9913923623213665
4/12/2015, 6.306621930047993
4/13/2015, 5.672888402552484
4/14/2015, 2.8627237529157843
4/15/2015, 2.325913654248331
4/16/2015, 4.808595949406119
4/17/2015, 7.488806908062311
4/18/2015, 2.3921721251038957
4/19/2015, 2.8522583502024292
4/20/2015, 0.8715448377215326
4/21/2015, 3.804174095771778
4/22/2015, 3.0607582798214334
4/23/2015, 1.8917288924042148
4/24/2015, 2.2098667034211865
4/25/2015, 1.5165960901681101
4/26/2015, 0.7338908688198783
4/27/2015, 3.4465602964045368
4/28/2015, 9.490357803576694
4/29/2015, 2.592163285585972
4/30/2015, 0.9034393684478644
5/1/2015, 0.6143019839062123
5/2/2015, 2.0953025712523794
5/3/2015, 4.417349669544468
5/4/2015, 14.746395487572727
5/5/2015, 8.954970406467009
5/6/2015, 0.03548779738065394
5/7/2015, 1.2643863154208113
5/8/2015, 0.21330914056425448
5/9/2015, 0.36557070085228033
5/10/2015, 1.0850886339719013
5/11/2015, 10.14542389468322
5/12/2015, 1.6088852655709573
5/13/2015, 0.21711360257276055
5/14/2015, 4.6617053650427644
5/15/2015, 7.0283870016355205
5/16/2015, 15.47545043837306
5/17/2015, 2.610179773172105
5/18/2015, 0.25166070871987023
5/19/2015, 1.1691462701423707
5/20/2015, 0.10079249184543998
5/21/2015, 1.0962921992720593
5/22/2015, 0.7510744622556774
5/23/2015, 0.282697497243411
5/24/2015, 0.010386982593638145
5/25/2015, 2.9305343760892297
5/26/2015, 0.7217682135962677
5/27/2015, 1.661495583592514
5/28/2015, 2.1403271375713864
5/29/2015, 0.022712268742920007
5/30/2015, 0
5/31/2015, 0.1443472592048288
6/1/2015, 7.67556120465453
6/2/2015, 1.09568882886023
6/3/2015, 0.1696770339688849
6/4/2015, 1.1151571339517923
6/5/2015, 0.22704558384387485
6/6/2015, 0
6/7/2015, 0
6/8/2015, 0.03334500305926918
6/9/2015, 0.0059158476977245154
6/10/2015, 0.009325917241374977
6/11/2015, 0.1254462830665
6/12/2015, 0.856789650474569
6/13/2015, 0.009968409753182646
6/14/2015, 0.06997523154509747
6/15/2015, 3.3767729307987238
6/16/2015, 0.13732401870877683
6/17/2015, 0
6/18/2015, 0.22234299172855726
6/19/2015, 0.0030561038488088436
6/20/2015, 0
6/21/2015, 0
6/22/2015, 0
6/23/2015, 0.012011487026855377
6/24/2015, 0.01728185812270005
6/25/2015, 0.00014438132330486404
6/26/2015, 0.03637294706385567
6/27/2015, 0.04525975549202181
6/28/2015, 0.16670762624172186
6/29/2015, 0.33925171700304313
6/30/2015, 0.6863265644689921
7/1/2015, 2.2628422275920315
7/2/2015, 0.6891007487197361
7/3/2015, 1.4568948868206557
7/4/2015, 12.872874326353326
7/5/2015, 5.126992871410569
7/6/2015, 9.333748357776765
7/7/2015, 1.1487219565246534
7/8/2015, 0.1942785434736708
7/9/2015, 0
7/10/2015, 0.0000012713338963310467
7/11/2015, 0.000014004214927300431
7/12/2015, 0.06669446384343915
7/13/2015, 0.17414703888717592
7/14/2015, 2.4030206434163603
7/15/2015, 3.02092410247473
7/16/2015, 0.5901263736862215
7/17/2015, 0
7/18/2015, 0
7/19/2015, 0.002108930994889837
7/20/2015, 0.0008920062581351843
7/21/2015, 0.018886501624104317
7/22/2015, 0
7/23/2015, 0
7/24/2015, 0
7/25/2015, 0
7/26/2015, 0.0004451372356431671
7/27/2015, 0
7/28/2015, 0.0014734967520662896
7/29/2015, 0
7/30/2015, 0
7/31/2015, 0
8/1/2015, 0
8/2/2015, 0
8/3/2015, 0
8/4/2015, 0.009470719659820997
8/5/2015, 0.025197470012668578
8/6/2015, 0.008139869490906608
8/7/2015, 0
8/8/2015, 0.14444335230548033
8/9/2015, 1.9941060105370405
8/10/2015, 0.8032981037348849
8/11/2015, 0.1942143155783307
8/12/2015, 1.344678044648363
8/13/2015, 0.8063073102394295
8/14/2015, 1.5784599381317532
8/15/2015, 0.026724242427654202
8/16/2015, 0.1768766327972089
8/17/2015, 1.5679355703876987
8/18/2015, 0.4362453959098587
8/19/2015, 0.26642144684894226
8/20/2015, 0.07628491531029641
8/21/2015, 0.00785801739693583
8/22/2015, 0.004053500157807389
8/23/2015, 0.08730203512095477
8/24/2015, 0.43844100543441833
8/25/2015, 0.005799580691733123
8/26/2015, 0.047788264115579
8/27/2015, 5.795592222564817
8/28/2015, 2.596329589176073
8/29/2015, 0.001488060351239135
8/30/2015, 0.029418261271013754
8/31/2015, 0.4698874595309274
9/1/2015, 0.25048591165174144
9/2/2015, 0.08394249464182776
9/3/2015, 1.5139742933412874
9/4/2015, 1.724285276798402
9/5/2015, 0.6593089026094592
9/6/2015, 0.19898006206933533
9/7/2015, 0.05091507011601972
9/8/2015, 0.3305408905206853
9/9/2015, 2.448360876880178
9/10/2015, 0.4329202604264418
9/11/2015, 1.8814712812022414
9/12/2015, 1.948357525404188
9/13/2015, 0
9/14/2015, 0
9/15/2015, 0
9/16/2015, 0.041445530345939355
9/17/2015, 0.26894248992881464
9/18/2015, 0.9823387688688098
9/19/2015, 2.455574300546961
9/20/2015, 0.8504099064603051
9/21/2015, 0.01710662076750476
9/22/2015, 0.19079274660998202
9/23/2015, 1.2868714725715205
9/24/2015, 1.5515952397310775
9/25/2015, 3.44285272609057
9/26/2015, 3.177621315052149
9/27/2015, 1.5786736994597421
9/28/2015, 0.6326250268118079
9/29/2015, 0.7878105142504759
9/30/2015, 5.565886247553422
10/1/2015, 7.412167868729388
10/2/2015, 1.708919701986755
10/3/2015, 4.434155645896452
10/4/2015, 3.599429076065099
10/5/2015, 0.011225978295841488
10/6/2015, 0.03919289663566272
10/7/2015, 2.6910904781215645
10/8/2015, 2.5661063976325176
10/9/2015, 0.7323171413753117
10/10/2015, 2.2620257242539616
10/11/2015, 0.24733913753116873
10/12/2015, 0.004016157302101627
10/13/2015, 0.0006483742151163978
10/14/2015, 0.011638836607899931
10/15/2015, 0.10367648275581816
10/16/2015, 0.5945765577660401
10/17/2015, 2.8398367328471457
10/18/2015, 0.47201585625184334
10/19/2015, 0.28758517985695903
10/20/2015, 0.39724317011086685
10/21/2015, 0.47239441593827924
10/22/2015, 0.7273418229013058
10/23/2015, 1.9418927376866773
10/24/2015, 4.3856518285653
10/25/2015, 2.789589729066681
10/26/2015, 0.9815494962731587
10/27/2015, 1.5033403742258091
10/28/2015, 4.317070575381398
10/29/2015, 4.172454386411776
10/30/2015, 2.261148475413572
10/31/2015, 4.692759303697349
11/1/2015, 10.815574141351851
11/2/2015, 6.056763948843071
11/3/2015, 5.164799615250557
11/4/2015, 7.016593576561117
11/5/2015, 6.0658468677105395
11/6/2015, 3.1809730005094243
11/7/2015, 1.3084427241131995
11/8/2015, 0.43300163845282463
11/9/2015, 1.2352717292945814
11/10/2015, 2.960359160924471
11/11/2015, 5.3261899415502585
11/12/2015, 2.7702653279754403
11/13/2015, 1.007854183982626
11/14/2015, 1.1268246692093198
11/15/2015, 1.892127718047028
11/16/2015, 0.5683276407117195
11/17/2015, 1.0107067089846369
11/18/2015, 0.0963481139359399
11/19/2015, 0.007219971154788757
11/20/2015, 2.707403578035767
11/21/2015, 2.185376630493069
11/22/2015, 0.9396879901533636
11/23/2015, 0.6566191860270263
11/24/2015, 0.5720997269384938
11/25/2015, 1.741858531684854
11/26/2015, 3.091872545043837
11/27/2015, 5.221041152773681
11/28/2015, 3.4286060205914684
11/29/2015, 9.460940223074243
11/30/2015, 4.739618803120894
12/1/2015, 1.1818688919350082
12/2/2015, 2.3922104576105316
12/3/2015, 0.9353055163619057
12/4/2015, 1.6796156527334638
12/5/2015, 6.483704285867496
12/6/2015, 18.91667392819798
12/7/2015, 3.271748984502775
12/8/2015, 1.059342385949272
12/9/2015, 1.05309314003137
12/10/2015, 1.8981957747942193
12/11/2015, 0.3267804559096576
12/12/2015, 0.7715672716639408
12/13/2015, 0.5559720579068022
12/14/2015, 1.515802104559348
12/15/2015, 3.192693949915543
12/16/2015, 11.45888074107837
12/17/2015, 1.7837206662063974
12/18/2015, 2.600122622127785
12/19/2015, 7.1655193447194145
12/20/2015, 5.480473044078612
12/21/2015, 3.0258470017695793
12/22/2015, 3.4411348851784327
12/23/2015, 2.396168341287503
12/24/2015, 4.362396774539508
12/25/2015, 6.828019847440813
12/26/2015, 5.2372208220500305
12/27/2015, 5.257084601308416
12/28/2015, 2.8490321356275303
12/29/2015, 4.476953575354586
12/30/2015, 3.3301513861704697
12/31/2015, 2.5007115602461325
1/1/2016, 4.4153559602649
1/2/2016, 8.182032066922272
1/3/2016, 6.82406929511757
1/4/2016, 5.117733162184626
1/5/2016, 3.430807102447918
1/6/2016, 7.988666983939727
1/7/2016, 10.3993953937314
1/8/2016, 6.382862562672601
1/9/2016, 6.374775451108668
1/10/2016, 11.50906909402901
1/11/2016, 6.731484770893101
1/12/2016, 2.641138823162721
1/13/2016, 6.959325649516047
1/14/2016, 18.4234874788857
1/15/2016, 4.747854217497386
1/16/2016, 5.293812588814114
1/17/2016, 7.419537764431456
1/18/2016, 7.538671005710915
1/19/2016, 4.525494258921629
1/20/2016, 0.8729884860042363
1/21/2016, 1.2427732751628817
1/22/2016, 0.07235623267705847
1/23/2016, 0.07893017901490067
1/24/2016, 0.093289106592856
1/25/2016, 1.0184498753250932
1/26/2016, 3.379225792288924
1/27/2016, 5.845297125103896
1/28/2016, 3.539223161380272
1/29/2016, 5.4942107441617285
1/30/2016, 6.371863856342333
1/31/2016, 16.898341354532537
2/1/2016, 8.302192535592676
2/2/2016, 2.7291238655253776
2/3/2016, 5.24968747486393
2/4/2016, 8.955895413840254
2/5/2016, 10.973077593372121
2/6/2016, 7.568351677078585
2/7/2016, 3.273757356489798
2/8/2016, 2.5667877945947395
2/9/2016, 6.82348111108132
2/10/2016, 9.808816727886962
2/11/2016, 1.5687081903370244
2/12/2016, 1.037342354948119
2/13/2016, 0.9334366495629676
2/14/2016, 4.402186335362093
2/15/2016, 5.695026577204601
2/16/2016, 5.35501682440947
2/17/2016, 2.9701879926669705
2/18/2016, 5.504295754350216
2/19/2016, 3.620602863501086
2/20/2016, 9.516167520175886
2/21/2016, 8.65203635681154
2/22/2016, 7.1378009625439045
2/23/2016, 5.419924022039306
2/24/2016, 6.938244865538783
2/25/2016, 8.51985581950291
2/26/2016, 6.44419373542108
2/27/2016, 8.942196255731023
2/28/2016, 7.6436828029064
2/29/2016, 4.947542697804113
3/1/2016, 2.068872412660536
3/2/2016, 6.349974528782476
3/3/2016, 1.2732225866021396
3/4/2016, 5.459817897552082
3/5/2016, 10.733214132503955
3/6/2016, 9.969864365766684
3/7/2016, 1.5373563892538273
3/8/2016, 5.107450414912727
3/9/2016, 1.1062535190497895
3/10/2016, 12.376483865994585
3/11/2016, 1.3843618245100142
3/12/2016, 0.19160417036725474
3/13/2016, 0.3133568257835751
3/14/2016, 0.3761269599850524
3/15/2016, 0.9772558365954366
3/16/2016, 1.5071872402606108
3/17/2016, 0.5436750211980856
3/18/2016, 1.1243131568892941
3/19/2016, 4.972611319275009
3/20/2016, 0.5129420911031718
3/21/2016, 1.603293327881599
3/22/2016, 4.030739318846019
3/23/2016, 5.1447108681663405
3/24/2016, 2.1965093958629383
3/25/2016, 8.449712778507655
3/26/2016, 3.840902502211974
3/27/2016, 2.03384739389227
3/28/2016, 2.0664161996943453
3/29/2016, 1.1964521065702336
3/30/2016, 1.0850817215526718
3/31/2016, 0.8686330334879481
4/1/2016, 0.7276412563342897
4/2/2016, 1.8834174414161997
4/3/2016, 0.5876969725279513
4/4/2016, 0.8683241740287423
4/5/2016, 0.7952213607997962
4/6/2016, 1.1125154377362791
4/7/2016, 1.5454954486956056
4/8/2016, 1.1562179515108453
4/9/2016, 3.075232885687857
4/10/2016, 8.548203441295547
4/11/2016, 8.886096737002976
4/12/2016, 3.0866408910234067
4/13/2016, 0.7963584537630373
4/14/2016, 1.7836873609137465
4/15/2016, 3.9876933801646244
4/16/2016, 1.2133229130359011
4/17/2016, 1.5215269492184358
4/18/2016, 2.323597784339223
4/19/2016, 1.27850807370566
4/20/2016, 5.925296438051318
4/21/2016, 2.967892441081052
4/22/2016, 7.199916380674049
4/23/2016, 4.480079664584283
4/24/2016, 0.29320542180838943
4/25/2016, 3.1960980021851624
4/26/2016, 10.04575602595383
4/27/2016, 6.800383576427058
4/28/2016, 0.04929150583073035
4/29/2016, 0.007226834480131612
4/30/2016, 0.00035237924635280864
5/1/2016, 0.003378245454469047
5/2/2016, 0.011543270448297617
5/3/2016, 0.0817161261608675
5/4/2016, 0.12369342184860713
5/5/2016, 0.527177433003995
5/6/2016, 0.8211321453468108
5/7/2016, 5.946440481137893
5/8/2016, 6.580491979917956
